n,beta_log_mcap,tstat_ols,pvalue_ols,tstat_hc3,pvalue_hc3,intercept,r2,adj_r2,corr_pressure_log_mcap,mean_log_mcap,std_log_mcap,mean_pressure,std_pressure,method,events_loaded,mcap_matched,mcap_match_rate,avg_mcap_lag_days,median_mcap_lag_days
4181,0.008446758793197484,0.8527159430705175,0.3938657148873542,0.8318314489960285,0.4055516181500204,-0.12919980847066204,0.00017396458139762316,-6.528548690054592e-05,0.013189563351289952,17.361428374626186,1.0931209215522562,0.017447989315179883,0.7000480994123851,A,4181,4181,1.0,0.003826835685242765,0.0
4167,-0.0226701197794193,-8.319877230634622,1.179898325686247e-16,-7.601223211728646,3.602261225277668e-14,0.39373093108669666,0.016347840049520945,0.016111669062737977,-0.12785867217174113,17.360331739003843,1.0853602509375129,0.0001701311530254169,0.1924409699760056,B,4181,4167,0.9966515187754126,1.0220782337413008,1.0
4167,-0.09565326184438244,-15.718532573800653,3.9470749755674045e-54,-15.565358674729783,3.828821234351989e-53,1.6562261290416114,0.05599914311519316,0.05577249224919434,-0.2366413808174582,17.360331739003843,1.0853602509375129,-0.004346228494665394,0.4387155277736251,C,4181,4167,0.9966515187754126,1.0220782337413008,1.0
4181,-0.050018026325082995,-5.779853859006381,8.021409245675862e-09,-5.369488443099449,8.324902575292242e-08,0.8465952761971512,0.007930552039801086,0.007693158058475369,-0.08905364697642217,17.361428374626186,1.0931209215522562,-0.02178910528594408,0.6139641989639738,D,4181,4181,1.0,0.003826835685242765,0.0
